username,userid,profile_location,created_at,text,retweet_count,source,coordinates
the UBI guy,842458919544991744,"New York, NY",2017-03-16 19:33:53,@ScottWalker Then stop trying to tie it to the conditions of unemployment and/or low income. Paternalistic welfare… https://t.co/PY25sm3rPd,0,Twitter for Android,
✌️🤦‍♂️🤔🖖🇺🇸,268119882,NYC,2011-03-18 05:18:45,@Bmore1374 @ColonLangford @NoLieWithBTC Every President takes a claim on job creation. trump did it too with his cl… https://t.co/UdOLdRU6ZV,0,Twitter for iPhone,
americanpatriottroll,1330113473209118723,"New York, NY",2020-11-21 11:39:12,@BigMikeEnforcer @JoeBiden With the best economy/low gas prices/low food prices/lowest unemployment/great consumer… https://t.co/Bmlg7gHZjA,0,Twitter for iPhone,
Zoilstar531,1372002732748505088,New York City,2021-03-17 01:52:12,@funder Black or African American was 5.70% in December of 2022.. the unemployment rate for Whites  3.0% in Decembe… https://t.co/6Ck4JQiF7D,0,Twitter Web App,
Shivi,462693860,"New York, NY",2012-01-13 07:23:15,Losing a job is hard but most of us have the confidence that we can find something else. Most of us even have savin… https://t.co/UbTwHoOcng,0,Twitter for iPhone,
CR,1288290574181728257,"Manhattan, New York",2020-07-29 01:49:49,"2014 Rahul Gandhi - Women's Empowerment and RTI in government.

2024 Rahul Gandhi -
Unemployment
GST
Agneeveer
Farm… https://t.co/ZrDFVmQP4J",0,Twitter for Android,
"Jawanza James Williams | He, Him| 🌹",17413248,"New York, USA",2008-11-15 21:29:32,"For the capitalist, higher unemployment rates, ever-growing numbers of people experiencing homelessness is a good t… https://t.co/0NvHBBHaK1",37,Twitter for iPhone,
Dr. B,1609693384649621505,NYC,2023-01-01 23:30:02,"@GloriaLSandusky Yes, stock market much higher, more jobs (10.9 million),
Unemployment Rate 3.5%, deficit cut in ha… https://t.co/fHegdfhMjH",0,Twitter Web App,
Wu-Tang Clan Ebooks,806375406215512065,"New York, USA",2016-12-07 05:50:53,"Like the Hudson, or PCP when I'm dustin'
My clan increase like black unemployment
Flowing like Christ when I speaks the gospel
The vandal,",0,wutang_ebooks,
cancela lansbury,33097589,NYC,2009-04-19 02:21:58,If you’re getting fired from your salaried media job then you’re about to collect months of unemployment so maybe show a little gratitude 🙏,0,Twitter for iPhone,
Tracking Biden From The Left,1351954028163452929,"New York, NY",2021-01-20 18:05:38,"-Only canceling student debt for those making $125,000 a year
-Cutting federal unemployment benefits to make unempl… https://t.co/MxRwxOn2Kd",26,Twitter Web App,
Bloomberg Economics,144274618,"New York, NY",2010-05-15 20:30:58,The US and other industrialized countries may be able to bring inflation down without triggering a huge jump in une… https://t.co/J2uBGSsySH,2,SocialFlow,
Ramesh Shah(easyshah),90238451,New York City,2009-11-15 20:17:08,"@ysyadavpvc See how we can EndPoverty Unemployment unprofessional Politicians Policy easyshsh_51 61 62
https://t.co/dfa8EpVATl",0,Twitter for Android,
Ramesh Shah(easyshah),90238451,New York City,2009-11-15 20:17:08,"@ZeeHindustan_ See how we EndPoverty Unemployment unprofessional Politicians Policy 
https://t.co/dfa8EpVATl",0,Twitter for Android,
Ramesh Shah(easyshah),90238451,New York City,2009-11-15 20:17:08,"See how we EndPoverty Unemployment unprofessional Politicians Policy 
https://t.co/dfa8EpVATl",0,Twitter for Android,
@AcrossTheCurve,1950476353,New York,2013-10-10 01:09:07,The US and other industrialized countries may be able to bring inflation down without triggering a huge jump in une… https://t.co/GiM0hMpwsp,0,Twitter Web App,
Calculating into the Void,721966646894718976,"Manhattan, NY",2016-04-18 07:40:36,@ewarren I thought that we had the lowest unemployment rate for the last 50 years?,0,Twitter for iPhone,
𝐄𝐑𝐈𝐂 𝐉𝐄𝐌 🌊🌊🌊🌊🌊,347069708,New York,2011-08-02 07:09:14,"@POTUS Biden’s first two years in office—2021 and 2022—were the two strongest years of job growth in history.
The u… https://t.co/UpW3Ry0TFx",3,Twitter Web App,
JohnFerr914,2504720375,"New York, USA",2014-04-23 20:33:03,"@POTUS Unemployment 3.5%, inflation lower, gas prices lower, passed bills to improve our nation's infrastructure, r… https://t.co/RiqMPc3nNl",0,Twitter Web App,
Robert Jameson,83603493,"New York, NY",2009-10-19 13:50:14,The US and other industrialized countries may be able to bring inflation down without triggering a huge jump in une… https://t.co/orqIbbb7wH,2,Twitter Web App,
Jackie Jaxster,438087165,New York City,2011-12-16 05:06:04,"Covid is under control, unemployment low
We're celebrating Juneteen
Natives have jobs in the government
Bannon is g… https://t.co/gRUskR0R7A",0,Twitter Web App,
S,26302691,NYC.,2009-03-24 19:25:39,"Okay, we’re through the lonely holidays, the new year, and the already rejection from at least three gigs.  I’m tir… https://t.co/J5xRaycD7T",0,Twitter for iPhone,
Netscape Navigator 2.0,1349144231491719168,"New York, NY",2021-01-13 00:01:07,@almeezyuh Yep. But you don’t get it concurrently. When I got my month half of severance last year the unemployment will kick after that.,0,Twitter for iPhone,
bubba Marxxx,2301832248,"New York, NY",2014-01-20 18:26:17,"Unemployment target gonna be overshot in next 6 months, expect 6.5%-7% this year",0,Twitter for iPhone,
Anisha,188400096,"New York, NY",2010-09-08 17:00:20,I am concerned about unemployment numbers currently being low. For most states unemployment is filed after severanc… https://t.co/D4IY8wBbmL,0,Twitter for iPhone,
Bloomberg Markets,69620713,New York,2009-08-28 15:52:42,The US and other industrialized countries may be able to bring inflation down without triggering a huge jump in une… https://t.co/eP5LihDgQu,1,SocialFlow,
"Antonio Alfonso, Jr.",19638304,New York City,2009-01-28 05:42:35,"I'm sure this is all just fine... 🙃

""NYC’s unemployment rate ticked up to 5.9%, far higher than 3.5% figure for na… https://t.co/9tZvOQzAlO",0,Twitter Web App,
James Schwartz,924721713228713984,,2017-10-29 19:36:51,"@MarshaBlackburn Where you come from, lower unemployment and the end of a pandemic are bad things!",0,Twitter for iPhone,
Steve Behar 🇺🇸 🇺🇦,17051438,New York City,2008-10-29 20:43:21,@SenTedCruz The Texas unemployment rate of 3.9% is higher than the national unemployment rate of 3.5%. https://t.co/cgwNnD8eVg,3,Twitter for iPhone,
Admiral Snaccbar 🐙,802818816,"New York, NY",2012-09-04 17:10:50,"Spending my first moments of unemployment lost in the port authority bus terminal, things are really looking up lmao",1,Twitter for iPhone,
david michaels,1233103482569273344,"Manhattan, NY",2020-02-27 18:56:25,"@RepMTG Joe Biden
@JoeBiden
·
2h

United States government official
When 
@KamalaHarris
 and I took office, our eco… https://t.co/akHDS4z2GG",0,Twitter Web App,
William Glasgall,323385295,"New York, USA",2011-06-24 18:53:09,"Unemployment insurance in crisis, needs a fix - CalMatters https://t.co/zK98V75lWo",0,Twitter for iPhone,
Mario Ismailanji,1346947690500820994,"New York, NY",2021-01-06 22:32:18,"@TheStalwart The outcome they *believed at the time* to be most consistent with getting inflation down.

I’d argue… https://t.co/vw5Ve6LkQD",0,Twitter for iPhone,
Ken Jr Brauner,1518622862600511488,"New York, USA",2022-04-25 16:08:15,"@TheDemocrats Down 1% total for those 6 months.

We’re still at 13.955% inflation since @POTUS was inaugurated in 2… https://t.co/cHmhQoOv9q",0,Twitter for iPhone,
Joe Weisenthal,14096763,New York City,2008-03-07 19:37:09,This is what's concerning about the Fed's 4.6% unemployment target. Maybe that's consistent with a so-called soft l… https://t.co/7VXo9hHiFz,5,TweetDeck,
Nicholas Dawes,43922300,"New York, NY",2009-06-01 17:07:13,"New York City remains an outlier relative to the national labor market, with persistently elevated unemployment des… https://t.co/G8IBzer7kh",1,Twitter Web App,
New York Business Journal,803176838,"New York, USA",2012-09-04 20:44:36,"Throggs Neck's newly formed BID’s goal was to revitalize the community’s more than 230 businesses. Instead, the Bro… https://t.co/zNfFNd5JW5",0,True Anthem,
NYCEDC,41628166,New York City,2009-05-21 17:11:03,"December was the eleventh consecutive month of job growth in NYC. With over 20,000 private sector jobs added last m… https://t.co/S1d0bKp97F",1,Twitter Web App,
Ronstoppable,44927401,Los Angeles via New York City ,2009-06-05 16:15:55,@LifeStarMedia This generation has no sense of the world most of our parents had to go thru. For lord sake pick up… https://t.co/lBBAsS4QbW,0,Twitter for iPhone,
Nikki ☁☄ Dream Eater Vtuber,1064502341703995392,"New York, USA",2018-11-19 12:55:10,"@cutie_kawa if you're in a department with a lot of layoffs or anything like that you SHOULD be able to get unemployment, right? ;;",0,Twitter Web App,
Kevin Wilcox,15664622,"New York, NY",2008-07-30 19:20:11,"@coffeeandtejal @YogaPantsRec @Adam_Karpiak Yes, each state is different. So full benefits might be pro-rated or yo… https://t.co/EBwiICRMF1",0,Twitter for Android,
Gerard Baker,229139732,"New York, New York",2010-12-21 16:45:36,"""#Unemployment numbers last week were low. You can't have an ‘unemployment-less’ recession, you have to have unempl… https://t.co/GNXIAr2y4W",0,Twitter Web App,
WSJ at Large,1056918746009341953,"New York, NY",2018-10-29 14:40:40,"""Unemployment numbers last week were low. You can't have an ‘unemployment-less’ recession, you have to have unemplo… https://t.co/OL3485f3z0",0,Twitter Web App,
FORTUNE,25053299,New York,2009-03-18 10:23:54,"“They are definitely an untapped resource,” says Mike Linnington. https://t.co/1GXvA8B3Rs",1,SocialFlow,
WNYC 🎙,6576492,New York City,2007-06-04 18:22:03,"While U.S. unemployment rates have largely recovered, New York City has been left behind largely due to job losses… https://t.co/HktUUokPjs",1,Sprout Social,
SupremeTones,1078530196381331456,"New York, NY",2018-12-28 05:56:51,@JoeBiden @KamalaHarris Unemployment is most definitely not at the lowest,0,Twitter for iPhone,
Lindita Makovic,1236956624415326208,"New York, USA",2020-03-09 10:07:13,@POTUS WHAT?!?! Please tell me why it is absolutely impossible to claim unemployment benefits. You're expected to m… https://t.co/ZbeQc81t3X,0,Twitter for Android,
MarketWatch,624413,"New York, NY",2007-01-11 05:15:48,A ‘zero’ economy? No growth and rising unemployment forecast for 2023 https://t.co/A8dTDMNbiG,2,SocialFlow,
NYCETC,1018311756,New York City,2012-12-17 21:00:58,"""The city’s unemployment rate of 5.9% would be much higher if the city’s workforce hadn’t declined by 300K btw Feb… https://t.co/mEmvAKQR4s",1,Hootsuite Inc.,
Jon Munitz 💵🗳💚,715276822489997312,"New York, USA",2016-03-30 20:37:38,@eruhamster @SamiScheetz The COVID stimulus was a bunch of means-tested programs and unemployment insurance that ha… https://t.co/uIS0lg5ppN,0,Twitter Web App,
Stephen Lisner,799316130070413312,"Manhattan, NY",2016-11-17 18:19:50,"@Odin4_Ever @seansul49887134 @FoxNews @TuckerCarlson @HouseGOP Twice-impeached, disgraced TFG left the country wrac… https://t.co/6RzTArdvTe",0,Twitter for iPad,
Stephen Lisner,799316130070413312,"Manhattan, NY",2016-11-17 18:19:50,@Odin4_Ever @seansul49887134 @FoxNews @TuckerCarlson @HouseGOP Bet you didn’t blame #TraitorTrump for COVID enterin… https://t.co/wdFNKsAb4H,0,Twitter for iPad,
DataTrek Research,933369884553170946,"New York, NY",2017-11-22 16:21:36,Yesterday’s Initial Claims for Unemployment Insurance reflects a still-strong US labor market. Recession may or may… https://t.co/X8jf0Q4hGs,3,Twitter Web App,
NoelCaslerComedy🌙,1073047860260814848,New York City,2018-12-13 02:52:00,"Two years since President Biden &amp; VP Harris were sworn into office. Time flies when you're kicking ass, don't be di… https://t.co/l62ztfVni6",241,Twitter for iPhone,
Workforce Professionals Training Institute,1243916125,"New York City, NY",2013-03-05 14:47:27,"Today, our report released in partnership with @CenterNYC and @NYCETC_org was featured in @Gothamist , with an arti… https://t.co/E7nPb2sXcm",1,Twitter Web App,
Louisa Nicola,1247318945490538496,NYC,2020-04-07 00:23:13,"@EconguyRosie Payrolls? 
Every sector of the economy is growing. 
The Dow is up. 
Unemployment is at a 50 year low.… https://t.co/QncuJyfDqk",0,Tweet Hunter Pro,
Me 🇺🇸,3655904422,"New York, USA",2015-09-14 18:53:34,@nytimes Couple that with him taking paternity during the largest supply chain bottlenecks and shipping backlogs in… https://t.co/5oiCJbK4ET,0,Twitter Web App,
Mugsy Donegan,2750310517,"Astoria, New York",2014-08-20 20:33:52,@DeusDao @dsynths I was a forex options broker on the PHLX floor. It was 1990 or 1991 I think. I had just landed a… https://t.co/AOew8c9BcF,0,Twitter for Android,
Beyond Blue 💛❤💙🤍,1315464400250306561,"New York, USA",2020-10-12 01:28:57,"You know, it just occurred to me. If jobs paid well enough that people could live off of a single 40 hour job, we w… https://t.co/O3hcXiH2aN",0,Twitter Web App,
Marguerite Ward,52953771,New York,2009-07-02 03:24:06,Getting #laidoff used to be a lonely experience. But #TikTok is changing that. https://t.co/Cz45jiZyrM See my lates… https://t.co/MuJfaabThC,9,Twitter Web App,
Option Millionaires,397230151,NYC,2011-10-24 12:18:08,"@Kyoungblood55 Crazy… Covid comes and Govt backstops everything, gives out tax payer funded PPP loans, stimulus che… https://t.co/KojdRD9NyL",0,Twitter for Mac,
Bob Elliott,1499109588674793476,"New York, NY",2022-03-02 19:49:26,And given the demographic dynamics it doesn't take much job growth to continue to keep labor markets tight.  Even s… https://t.co/ojZRccRAU3,5,Twitter Web App,
DJ LEGION ONE,558368157,"BROOKLYN, NYC",2012-04-20 03:30:47,🗣Them Alphabet Cereal Boys about to be applying for unemployment really soon.  They ain't got nuffin' on the modern… https://t.co/yR4ubIBBZX,0,Twitter Web App,
TRUTH PUKE,1501331483264307203,New York,2022-03-08 22:58:21,"How ChatGPT Will Destabilize White-Collar Work 🤖🤖🤖🤖
#ChatGPT #AI #tech #jobloss #unemployment

Via The Atlantic https://t.co/Xjgkq0Sqfj",5,Twitter for iPhone,
Nick,1588802761046441984,"New York, USA",2022-11-05 07:58:18,@TheDemocrats @JoeBiden @KamalaHarris Today marks two years since Kamala Harris and I were sworn into office. These… https://t.co/CEy0XOSINs,0,Twitter for Android,
Nate The Lawyer,1119260981090291712,"New York, NY",2019-04-19 15:26:27,"The fake expert now thinks being a Youtuber = Unemployed.

Well, Mr. Beast, Emily D Baker, Viva Frei, PhillyD, and… https://t.co/0IB8AMWtsf",145,Twitter Web App,
The Lone Apple🍎,341636436,NYC,2011-07-24 18:09:13,@spettypi @NBCNews It's amazing how upset corporations get when unemployment is down and they have to actually pay… https://t.co/bCCyymPgp4,0,Twitter Web App,
janet Stefura,1360511359,"New York, USA",2013-04-17 22:36:31,@NoneOfY29794282 @DiannaWeidner @gtconway3d 2/ make anyone vermin and the country is far from destroyed. Our gdp is… https://t.co/36PlcnQEf4,0,Twitter for iPhone,
TROLLHELL.COM,812778876107714560,"Manhattan, NY",2016-12-24 21:55:59,@drmmakr @ForgiatoBlow47 Tech boom like others fads gotta end at some point. You should tell republicans to raise t… https://t.co/W3hCg4pouW,0,Twitter for Android,
Spock Jenkins,1173714937358770176,"Bronx, NY",2019-09-16 21:47:13,"Google cut 12,000 jobs
Microsoft cut 10,000 jobs

That unemployment line about to be crazy.",0,Twitter for iPhone,
Scarlet Fu,233704756,New York,2011-01-03 22:35:21,"@charleswhite816 If all the 42.85k people laid off are able to find jobs w/o 1st filing for unemployment benefits,… https://t.co/hbTfby73X1",0,Twitter Web App,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Slovenia decreased to 5.30 percent in November from 5.40 percent in October of 2022.… https://t.co/HDtCPQc9Zt,0,Trading Economics,
Bald Headed Demon,1387848389312851977,"New York, USA",2021-04-29 19:17:08,@IamTHREEE New tech companies are going to start from that severance alone. I would be so unbothered about getting… https://t.co/IhEO54VBZt,0,Twitter for Android,
MuFF,1594067779094822915,NYC ,2022-11-19 20:39:40,"@glennEmartin Unless you are an OBESE Racist, Unemployment line that way",0,Twitter Web App,
Hojo64 🇺🇸,1128397538711805953,"Harlem, NY",2019-05-14 20:31:52,"Unemployment among Black residents surged to nearly 10% in late 2022, representing the largest jump in unemployment… https://t.co/4dxNBOSEBQ",3,Twitter Web App,
SLMM,887741224886689792,"Manhattan,NY",2017-07-19 18:29:36,"@WhiteHouse Basic economics says: The more stores close, the higher the prices, the more bullshit your claims of 'u… https://t.co/cW1n0Sng1u",0,Twitter Web App,
Joseph A. LaVorgna,617381538,New York City,2012-06-24 17:18:39,@darioperkins Not fair because unemployment doesn’t rise in soft landings,0,Twitter for iPhone,
Skippy,896912192485941248,"New York, NY",2017-08-14 01:51:45,"@justLiam300 Following the Great Recession, West Virginia has experienced little job growth and elevated levels of… https://t.co/k6Alcb2HaZ",0,Twitter for iPad,
FORTUNE,25053299,New York,2009-03-18 10:23:54,"“They are definitely an untapped resource,” says Mike Linnington. https://t.co/6eIH3hcUqH",0,SocialFlow,
Ameya Patil,240371066,New York,2011-01-19 19:34:14,"@Swamy39 @niku1630 Dr.Swamy, why the real truth of unemployment in India is not told? Kindly, take the initiative.",0,Twitter for Android,
Tinkerbell Fernando,993930259220201473,"Manhattan, NY",2018-05-08 19:06:54,"@ScottMStrand @CalltoActivism That Social Security is ours! Politicians should, have NO say in it Bush wanted to pr… https://t.co/wcTTnttSss",0,Twitter for Android,
Bassam Lahood,22840216,"Manhattan, NY",2009-03-04 21:47:28,@AlessioUrban Also 90% are H1B visa holders. Not entitled to unemployment so not counted. Have 3 months to find emp… https://t.co/h3FBTW0gFI,1,Twitter Web App,
Joe Weisenthal,14096763,New York City,2008-03-07 19:37:09,"I'm not even saying spending cuts are justified now. I'm a journalist who doesn't have opinions. But like, any norm… https://t.co/hzk9MlFZg4",5,TweetDeck,
High Stakes,317621477,"New York, USA",2011-06-15 06:26:51,"And yet ""Historic Unemployment Rate"" and ""4w Jobless claim"" continues to amaze.

#stocks #Recession2023 https://t.co/CzuMgYHFcm",0,Twitter for Android,
Joe Weisenthal,14096763,New York City,2008-03-07 19:37:09,Serious question. Given its heavy exposure to both tech and real estate -- basically the two sectors that are getti… https://t.co/2v9ceNtNs0,7,TweetDeck,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Luxembourg decreased to 4.80 percent in December from 4.90 percent in November of 2022.… https://t.co/eAaZbZ71CZ,0,Trading Economics,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Croatia increased to 6.80 percent in December from 6.70 percent in November of 2022.… https://t.co/woq67EgySH,0,Trading Economics,
JLK.NEWS,984896769501880325,"New York, USA",2018-04-13 20:51:03,"Under Bolsonaro unemployment in Brazil reaches lowest level since April 2015

Get the latest truly #global news fro… https://t.co/nzE0oQ3koD",1,IFTTT,
Stephen Lisner,799316130070413312,"Manhattan, NY",2016-11-17 18:19:50,"@seansul49887134 @FoxNews @TuckerCarlson #TraitorTrump tanked US economy to 1929 levels, hit record high unemployme… https://t.co/mUVJQ1tBAr",0,Twitter for iPad,
John Tomlinson,19531912,New York City,2009-01-26 12:42:15,"@AxLizzie @SamiScheetz ""Are they just determined to make sure people already struggling have even more pointless la… https://t.co/7EThtiim51",95,Twitter Web App,
Gilbert Manda,22753589,NYC,2009-03-04 09:56:02,@Roseuprise1 @GeorgePapa19 Illegals without SSN pay $11.6 billion in income taxes annually. Yet they don’t receive… https://t.co/lYJ8SmVVOc,0,Twitter Web App,
Trading Economics,49510088,NYC,2009-06-22 02:35:25,Unemployment Rate in Slovakia increased to 5.90 percent in December from 5.80 percent in November of 2022.… https://t.co/IjK0d7iaiF,0,Trading Economics,
Jassy Rahal,585140795,"New York, USA",2012-05-19 22:25:35,"@BJP4India @narendramodi Good, this will help reduce unemployment, lpg prices, inflation. Ye PM nhi Raja Babu hai.",0,Twitter for iPhone,
The Ape Accountant NYC,1587442204892700673,"Manhattan, NY",2022-11-01 13:51:38,@DrEliDavid Thank you for an honest personal opinion - I was forced into work at ground zero aka nyc summer 2020 -… https://t.co/iVDmBZpzkG,0,Twitter for iPhone,
Adam L.,155100077,Upstate New York,2010-06-13 03:37:14,@danielletbd I'm so sorry you lost your job. Hopefully the stress and anxiety can be kept at bay enough for this pe… https://t.co/5nhXCI4g0A,0,Twitter Web App,
Jennifer Abbott ☮️,1873698938,"New York, USA",2013-09-17 01:38:16,"#RepublicanTaxBomb When you buy groceries, clothes, diapers, car, boat, lawnmower, lumber for a deck, prescriptions… https://t.co/rcFMoOE0zB",0,Twitter for iPhone,
Jennifer Abbott ☮️,1873698938,"New York, USA",2013-09-17 01:38:16,"@MomJezebel @Bennihana70 @BDuncliffe @sheyenne9 @RachelBitecofer @IAmPoliticsGirl So when you buy groceries, clothe… https://t.co/2rw2pS6dMA",2,Twitter for iPhone,
Darina,1592929572613259264,#NYC,2022-11-16 17:16:52,@AlisonBoxxer @POTUS How about recent lay off from big tech company? So unemployment rate is increased once again,0,Twitter Web App,
shannon,2833434084,"New York, USA",2014-09-27 02:42:28,"I had a supervisor that liked it. That’s the moment I lost all trust in her. Plus, she tried to get out of paying me unemployment!",0,Twitter for iPhone,
HereICOme 🇺🇲,1386340706629861383,"New York, USA",2021-04-25 15:26:06,"@Dabeefcake @marceelias You skirted the unemployment bit, not surprising. Wages are based on merit, labor follows t… https://t.co/6sfmniUSQA",0,Twitter for Android,
Matthew Zeitlin,12263542,New York,2008-01-15 09:57:55,@MayankSeksaria how do you read the projections for unemployment in the SEP,0,Twitter Web App,
WeAreChange NYC,126441379,New York City,2010-03-25 22:08:32,In wartime Ukraine you can have some normalcy in life thanks to a government digital registry that tracks you and y… https://t.co/SlLfixKI0b,5,TweetDeck,
Tanaya Macheel,34231071,New York,2009-04-22 09:40:12,Thursday: stock market fell after unemployment data signaled that labor market is resilient amid a slowing economy… https://t.co/3mvP5jSLrF,1,Twitter Web App,
Global_Macro,1248579691415351296,New York,2020-04-10 11:52:58,The job market shows no signs of recession with jobless claims at a 10Y low. But when the unemployment rate (U3) is… https://t.co/BkXaSKwWLc,7,Twitter Web App,
Yvonne Fitzner,37134712,New York City,2009-05-02 03:56:01,@cmublock61 I doubt that people who use walkers would be hired by the majority of employers... I recall the time we… https://t.co/rhxJwbBi3e,1,Twitter for Android,
Roosevelt Institute,76967543,"New York, NY",2009-09-24 15:37:33,We can have a stronger labor market than in 2019—when unemployment hovered around 3.6%—AND lower inflation.… https://t.co/aTrMGbCdfL,2,Sprout Social,
AInvest Wire,1516030462954725380,New York,2022-04-18 12:26:49,"Fed's Williams sees unemployment rising to 4.5% over the next year.
#Ainvest #Ainvest_Wire #interest #inflation… https://t.co/wGidxKlahN",0,AinvestNews,
Joe Weisenthal,14096763,New York City,2008-03-07 19:37:09,"When the Fed cut rates in September 2007, the unemployment rate had only gone up from 4.4% to 4.7%. https://t.co/c5lLJr4DJO",4,TweetDeck,
The 25th Hour,1297695696544464897,New York,2020-08-24 00:42:24,New York's unemployment rate stayed flat in December https://t.co/GPdF5VnUYo,0,Twitter for iPhone,
Rick Telberg,19028281,"New York, USA",2009-01-15 16:50:36,"U.S. Jobless Claims Falling Again: Last week's 190,000 new applications for unemployment benefits represented the l… https://t.co/uDE9rmogqj",0,dlvr.it,
Rita Lou ☮️ 👠,301746138,"New York, USA",2011-05-20 00:21:21,"@HouseGOP You took us in a “new” direction with Trump. It ended in disaster, with 1 million dead #Americans High un… https://t.co/retpSNkxTo",4,Twitter for iPad,
BizToc,64317058,Wall Street,2009-08-10 02:32:04,Treasury yields rise after unemployment data points to higher Fed rates #treasury #federalreserve #labordepartment… https://t.co/aIthGGrykG,0,BizToc.com News,
carl,1336638632648732672,"New York, USA",2020-12-09 11:47:54,@steveMmattison @elonmusk @SenSchumer And the rest? Just let them collect unemployment?,0,Twitter for iPhone,
Olena Sayko,17023607,"New York, USA",2008-10-28 16:11:03,@qkate @Death_Bow THAT PART! The last time the unemployment rate was nearly as bad as the one following 2008 financ… https://t.co/Cog8ZL4KGu,0,Twitter for iPhone,
Spectrum News NY1,43425975,New York City,2009-05-29 22:37:45,"New York's unemployment rate did not budge in December from 4.3%, though the private sector increased its number of… https://t.co/HbOxFSp4BV",2,SocialNewsDesk,
Bloomberg Economics,144274618,"New York, NY",2010-05-15 20:30:58,"Applications for US unemployment benefits unexpectedly fell last week, sliding to the lowest level since September https://t.co/IGOpS6FRYM",1,SocialFlow,
Jacob Preston 🇺🇸,1568300919456169986,"New York, USA ",2022-09-09 18:11:19,@_j_m_k @omwambaKE AI will lead to unemployment of the many people who won't be able to cope with the ever-changing technology.,0,Twitter Web App,
Wojtek Kopczuk 🇵🇱🇺🇦,112897080,New York City ,2010-02-10 02:01:59,@imbernomics We of course don't know if these jobs will last (and on whether they'd be here regardless: we have low unemployment as is...),0,Twitter for Android,
asia 🦋,2952251057,"New York, USA",2014-12-31 01:13:54,@mochaafrappp @MRBLEUFACE u sure it’s not the unemployment free time ?,0,Twitter for iPhone,
Cheddar News,700784500658208768,"New York, NY",2016-02-19 20:50:19,New claims for state unemployment benefits fell more than expected last week. The Labor Department reported that th… https://t.co/MLYZekjd9K,0,Sprout Social,
Pete,60204588,"New York, NY",2009-07-26 01:59:47,@BarBerrE @atrupar Have you ever heard of the workforce participation rate? It's at historical highs. Unemployment… https://t.co/QpJgH83X3W,0,Twitter Web App,
Michael Gardner,4181036953,"New York, USA",2015-11-09 16:25:53,"@Elonkicksass @ndypez @CoastdaMarquis Again, more nonsense. One look at rural white America and you see nothing but… https://t.co/CkiI1xn4iC",0,Twitter for Android,
CBS Sunday Morning 🌞,119829799,"Manhattan, NY",2010-03-04 19:35:08,"he number of Americans applying for jobless aid reached a four-month low last week, a sign employers are holding on… https://t.co/5s4DEK38pu",4,Sprinklr,
Amy Traub,70485409,"New York, NY",2009-08-31 20:03:24,"Widespread economic insecurity makes the threat of losing one’s job catastrophic, undermining workers' ability to s… https://t.co/LWEAteetq9",1,Twitter Web App,
Patrick McGeehan,67418458,New York City,2009-08-20 20:41:03,"NYC's official unemployment rate ticked up to 5.9% in December, from 5.8% in November, while the rate for the rest… https://t.co/Tcd5nye0tV",0,Twitter Web App,
chris glorioso,19087740,New York City,2009-01-16 22:01:52,#Unemployment rates are near pre-pandemic levels.  But a pandemic-era problem persists.  Lots of folks STILL can't… https://t.co/eR78QTjdtE,1,Twitter Web App,
Knewz,1184120888452628482,New York City,2019-10-15 14:56:58,The number of individuals applying for unemployment assistance in the United States dropped to the lowest levels si… https://t.co/pHiuyrOec1,0,Hootsuite Inc.,
Intl. Business Times,78714922,"New York, NY",2009-09-30 21:37:53,"The number of Americans filing new claims for unemployment benefits unexpectedly fell last week, pointing to anothe… https://t.co/OHWyPLWrCg",0,Echobox,
CBS News,15012486,"New York, NY",2008-06-05 00:54:31,"The number of Americans applying for jobless aid reached a four-month low last week, a sign employers are holding o… https://t.co/ecbX1z3Hs1",8,Sprinklr,
Dr. B,1609693384649621505,NYC,2023-01-01 23:30:02,"@WHCOS Inflation at 2% for last 6 months.
PPI down .5% in December
Unemployment rate 3.5%
10.9 million jobs added u… https://t.co/wPzrcVE66j",0,Twitter Web App,
Patrick McGeehan,67418458,New York City,2009-08-20 20:41:03,"New Jersey's official unemployment rate held at 3.4% in December, although the state added just 100 private-sector… https://t.co/ksuqWAoFao",0,Twitter Web App,
Shad,1188115878,"New York, USA",2013-02-17 02:45:10,Just logged into LinkedIn and the number of job seekers is overwhelming. My heart goes out to all those struggling… https://t.co/zcSxM5iRO6,0,Twitter Web App,
Michelle Nappi☮️,732981985854038016,New York,2016-05-18 17:11:38,#Starbucks locations want to cut pro-#union workers' hours to force them to leave without paying unemployment. Door… https://t.co/51LZj6WyEi,2,Twitter Web App,
Michelle Nappi☮️,732981985854038016,New York,2016-05-18 17:11:38,@LRBitisnot @F4Speedmaster @Starbucks @DoorDash @LinkedIn They want to cut hours of pro-union workers to force them… https://t.co/So9sEA2QCd,1,Twitter Web App,
Mom,47973945,NYC,2009-06-17 14:18:14,"@Jim_Jordan Thankfully Pres. Biden is at the helm instead of the rogue president who lost the election. In the end,… https://t.co/EigTCpOVpu",0,Twitter Web App,
Yahoo Finance,19546277,"New York, NY",2009-01-26 17:44:44,"Initial unemployment claims dropped to 190,000 compared to 205,000 in the previous week. Claims were expected to ri… https://t.co/600mkbMjP5",3,SocialFlow,
